epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_acc,val_f1,val_kappa,val_alpha,val_auc,val_pr_auc,val_rmse_mean,val_pear_mean,val_sagr_mean,val_ccc_mean,lr,time_s
11,2.2338042169458725,2.049815190259148,0.1839890236013076,2.228431928137905,2.052727222044599,0.17570470154086418,0.17028380634390652,0.14878146257132274,0.04739002857481123,0.039932026472880744,0.5695279259954988,0.1608952135166459,0.4163341075181961,0.12179887917988107,0.7595993322203674,0.027864277362823486,0.00015,15.901453256607056
12,2.220927017997293,2.038059706407435,0.18286731295725878,2.2292692573719313,2.053682223385284,0.17558703903662343,0.19699499165275458,0.17553429150415345,0.07996819537491784,0.072018245116369,0.5771572850388249,0.16882210113001075,0.41628654301166534,0.11757369712338044,0.7595993322203674,0.028201264329254627,0.00015,15.406455993652344
13,2.216701421737671,2.0348653092103848,0.18183610512929804,2.22355227557964,2.048532184654962,0.1750201006266032,0.18030050083472454,0.1661662978539658,0.059089062285054395,0.05075490348088996,0.5881791960263645,0.16916669724460187,0.4156712293624878,0.13894761099602682,0.7587646076794659,0.031091535463929176,0.00015,15.777465343475342
14,2.222606061486637,2.040072986378389,0.18253307566923255,2.2133787621639804,2.037532105071716,0.17584665530114021,0.19699499165275458,0.1685531008348785,0.0780339514567766,0.06741121684551521,0.5912436648602384,0.170118665075619,0.4164864867925644,0.16359180313644361,0.7595993322203674,0.03309482056647539,0.00015,15.2627854347229
15,2.207934352650362,2.0271019958047307,0.18083235793253954,2.216806007347043,2.0418392975063675,0.1749666758590628,0.18864774624373956,0.16248003233239616,0.06691539179014783,0.053970370611289065,0.5869008519292642,0.17101081414407124,0.41535748541355133,0.1520042377243834,0.7587646076794659,0.038457976654171944,7.5e-05,14.735455751419067
16,2.2055546698850743,2.0250057018504424,0.18054896852549385,2.2119338810941414,2.0378685475191807,0.1740653232759944,0.21368948247078465,0.19245182314083398,0.0965309200603317,0.09120554251669966,0.5954464444400729,0.17412344672465663,0.4143909811973572,0.1701345658172726,0.7595993322203674,0.038356613367795944,7.5e-05,14.902241706848145
17,2.2022792316885553,2.0222052770502428,0.18007395004524904,2.2117973456597686,2.037880500688378,0.17391685576789168,0.1986644407345576,0.18137414452054343,0.07891027448166288,0.07404303598365203,0.5957764311460757,0.17617531448604223,0.414335697889328,0.15759829640140555,0.7587646076794659,0.04161990247666836,7.5e-05,14.101560592651367
18,2.19338407572578,2.0141126913182874,0.1792713853892158,2.2140838542645285,2.039978695234194,0.1741051721901249,0.19699499165275458,0.18016580941402155,0.0781371984385999,0.07025147716390989,0.5921395822456068,0.17285048346261306,0.414333239197731,0.15324258213485858,0.7595993322203674,0.04220967926084995,7.5e-05,13.46874737739563
19,2.1966592760647043,2.0173795960931216,0.17927968070787542,2.2043504671182776,2.031764566997853,0.17258589982190395,0.20534223706176963,0.18708376447908462,0.08741338198345261,0.07983003958314161,0.6000260330004739,0.17728196372389748,0.41256551444530487,0.1831096608385741,0.7587646076794659,0.04938054457306862,7.5e-05,13.441666841506958
20,2.197432665544398,2.018344667659086,0.17908799781518825,2.2135670837854504,2.0388853526075614,0.17468173461087758,0.18030050083472454,0.16121365609598023,0.05756043477146311,0.04816914182065535,0.5942574827231066,0.1733201590579103,0.41518115997314453,0.14975367190181296,0.7587646076794659,0.04171518795192242,7.5e-05,13.505393505096436
21,2.188413665995878,2.0097684332903696,0.17864522828775295,2.2049104825085113,2.032110874959344,0.17279961205185554,0.20534223706176963,0.18726863814174494,0.08735788179862758,0.0828914964508185,0.5989642606628862,0.17822253383772396,0.41294506192207336,0.17136509806219627,0.7595993322203674,0.05028877221047878,7.5e-05,15.185792446136475
22,2.1887563301535216,2.010153227974387,0.17860310165321125,2.202437808796241,2.029441806032184,0.1729960023162759,0.19699499165275458,0.17490655692328883,0.07773883260511205,0.06540995661087601,0.603151658416816,0.18197944762826285,0.4132029116153717,0.18110799176364073,0.7595993322203674,0.051349880173802376,7.5e-05,14.548612117767334
23,2.1871392104204963,2.0069645783480476,0.18017463747192833,2.204599005949119,2.0309579802275897,0.1736410301495872,0.20701168614357263,0.1901567293370513,0.09109930584616188,0.08512743772929132,0.6053694761036097,0.1792441905713929,0.41389621794223785,0.15614104610413243,0.7595993322203674,0.04502168670296669,7.5e-05,14.79000186920166
24,2.18180266716901,2.004136533737183,0.17766613988315358,2.2010203633762164,2.0282993396255926,0.17272102419840474,0.2036727879799666,0.19109390001219934,0.08767745272716843,0.08223227374430997,0.6099218808537148,0.18431410226021755,0.41280996799468994,0.1753484276300019,0.7604340567612689,0.052179886028170586,7.5e-05,14.856151580810547
25,2.1827598571777345,2.00452044543098,0.1782394174267264,2.1975516039063416,2.0246257093394537,0.17292588317334553,0.22203672787979967,0.19065428711425764,0.10422576794218452,0.09482699865960886,0.6120292681585906,0.18759711330535464,0.413178488612175,0.1823861959182378,0.7595993322203674,0.04936330206692219,7.5e-05,14.764089822769165
