epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_acc,val_f1,val_kappa,val_alpha,val_auc,val_pr_auc,val_rmse_mean,val_pear_mean,val_sagr_mean,val_ccc_mean,lr,time_s
13,0.5652931997355293,0.4776219488592709,0.08767125266439775,2.145489526312419,2.0017009836206454,0.14378852333767783,0.4040066777963272,0.39270496065643806,0.3177676537585423,0.31747920473276003,0.7973547577489621,0.40525234959866774,0.37854838371276855,0.47645167479992634,0.7587646076794659,0.44278480112552643,0.00015,21.937058448791504
14,0.50347152688924,0.4194707167849821,0.0840008114716586,2.1844178507841487,2.044168039633953,0.14024980811523477,0.3989983305509182,0.39954188460900014,0.3136615222047876,0.3113653796982869,0.7988274322497764,0.39803277124339687,0.37371550500392914,0.4843471113684865,0.7771285475792988,0.4373866319656372,0.00015,21.379377126693726
15,0.4857495792473064,0.40177878201007844,0.08397079844685162,2.260414129903599,2.1180490623531436,0.1423650692918265,0.4056761268781302,0.3958567841602354,0.32017967527105895,0.31803713145803625,0.795071859767917,0.407930216883048,0.376277893781662,0.4778756670500792,0.7804674457429048,0.44386257231235504,0.00015,21.687389612197876
16,0.42923183721654556,0.34738917824100046,0.08184266010628027,2.2865605859804234,2.1422559044794967,0.14430468087900858,0.3656093489148581,0.35633769352185324,0.2733320989152018,0.272741807832823,0.7879002066186244,0.39151288211793656,0.37880685925483704,0.4752870530156328,0.7637729549248748,0.42874784767627716,0.00015,22.243480920791626
17,0.43120387291207035,0.3497439203192206,0.08145995308371151,2.3402260512063817,2.1922916661518843,0.14793438289022207,0.39565943238731216,0.39255269873030263,0.30993638397474454,0.30935960434102794,0.790687804376454,0.3913388356863851,0.38329166173934937,0.47130696207179146,0.7637729549248748,0.4263821989297867,0.00015,22.31533670425415
18,0.403208387038287,0.3216741602561053,0.0815342265367508,2.4299183890895173,2.2833290175722913,0.14658936708916806,0.36894824707846413,0.36696950419700214,0.2796426560277935,0.27685275455896696,0.7812980095792106,0.3868948109513288,0.38159702718257904,0.4633070381653338,0.7888146911519198,0.4220748394727707,7.5e-05,22.37938404083252
19,0.3377271412751254,0.26272810127805263,0.07499903987435734,2.3725278449177942,2.225482998785869,0.1470448310566267,0.4056761268781302,0.4001474278716365,0.32041365903405195,0.3200730136645329,0.7883581410828834,0.3915546390321083,0.3817416727542877,0.47328157096599155,0.7487479131886478,0.42414548993110657,7.5e-05,23.644856691360474
20,0.3022702736013076,0.23222008109092712,0.07005019364988102,2.3818503823224613,2.2409053831944283,0.1409450105962053,0.3823038397328882,0.3754925884092809,0.29375812578071225,0.29320236508861097,0.7880961794962252,0.38621719592280157,0.3743143826723099,0.48388191243234424,0.7746243739565943,0.44580379128456116,7.5e-05,24.22848892211914
21,0.2760299681565341,0.2080670385500964,0.06796293007976868,2.3697137876424645,2.2225364572018735,0.14717733471938882,0.39565943238731216,0.38544225276573796,0.3091867162809664,0.3077288071688412,0.7902500636975325,0.39939933982163967,0.38192665576934814,0.4765099390368628,0.7570951585976629,0.42638063430786133,3.75e-05,23.872240781784058
22,0.2559188940244562,0.19084307017571786,0.06507582375231911,2.418320054004905,2.27640686966541,0.14191318729982552,0.39232053422370616,0.38772811090289394,0.30510662302521907,0.30512083211727736,0.7877061926756335,0.3965747968812714,0.3757011890411377,0.477564248767735,0.7838063439065108,0.4349735677242279,3.75e-05,22.82778763771057
